StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,.,ps_0,ps_1,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,ai_tool_use_1,ai_tool_use_2,ai_tool_use_3,ai_tool_use_4,ai_tool_use_5,ai_tool_use_6,ai_tool_use_7,ai_tool_use_8,ai_tool_use_9,ai_tool_use_9_TEXT,ai_tool_context_1,ai_tool_context_2,ai_tool_context_3,ai_tool_context_4,ai_tool_context_5,ai_tool_context_6,ai_tool_context_7,ai_tool_context_8,ai_tool_context_9,ai_tool_context_10,ai_tool_context_11,ai_tool_context_12,ai_tool_context_12_TEXT,gender,education,income,zipcode,profession,profession_59_TEXT,relationship,relationship_8_TEXT,family,family_6_TEXT,race,hispanic,political_leaning,political_leaning_4_TEXT,prior_mental_health,prior_mental_health_8_TEXT,overall_quality,overall_quality_work,overall_quality_pers,fl_satisfaction_1,fl_satisfaction_1_ai,fl_satisfaction_2,fl_satisfaction_2_ai,fl_health_1,fl_health_1_ai,fl_health_2,fl_health_2_ai,fl_purpose_1,fl_purpose_1_ai,fl_purpose_2,fl_purpose_2_ai,fl_character_1,fl_character_1_ai,fl_character_2,fl_character_2_ai,fl_social_1,fl_social_1_ai,fl_social_2,fl_social_2_ai,fl_financial_1,financial_1_ai,attn_2,engagement_1,engagement_1_ai,engagement_2,engagement_2_ai,engagement_3,engagement_3_ai,mastery_skills_1,mastery_skills_1_ai,mastery_skills_2,mastery_skills_2_ai,mastery_skills_3,mastery_skills_3_ai,mastery_learn_1,mastery_learn_2,mastery_learn_3,mastery_accomplish_1,mastery_accomplish_2,mastery_accomplish_3,mastery_efficacy_1,mastery_efficacy_2,mastery_efficacy_3,mastery_worth_1,mastery_worth_2,mastery_worth_3,agency_control_1,agency_control_1_ai,agency_control_2,agency_control_2_ai,agency_control_3,agency_control_3.1,agency_control_4_ai,attn_3,ex_reasoning_1,ex_reasoning_2,ex_reasoning_3,ex_reasoning_4,ex_reasoning_5,ex_reasoning_6,ex_reasoning_7,ex_reasoning_8,ex_reasoning_9,ex_reasoning_10,ex_reasoning_11,ex_reasoning_12,ex_reasoning_13,ex_reasoning_14,ex_reasoning_15,ex_reasoning_16,ex_reasoning_17,ex_creativity_1,ex_creativity_2,ex_creativity_3,ex_creativity_4,ex_creativity_5,ex_creativity_6,ex_creativity_7,ex_creativity_8,ex_creativity_9,ex_creativity_10,ex_creativity_11,bhv_reasoning_1,bhv_reasoning_2,bhv_learn_1,bhv_learn_2,bhv_social_1,bhv_social_2,bhv_purpose_1,bhv_purpose_2,bhv_health_1,bhv_health_2,add_work_1,add_work_2,add_work_3,add_work_4,add_work_5,add_work_6,add_work_7,add_students_1,add_students_2,add_students_3,add_students_4,add_students_5,add_social_1,add_social_2,add_social_3,add_social_4,add_social_5,add_social_6,add_social_7,add_social_8,add_social_9,add_learn_1,add_learn_2,add_learn_3,add_learn_4,add_learn_5,add_learn_6,add_learn_7,add_meaning_1,add_meaning_2,add_meaning_3,add_meaning_4,add_meaning_5,PROLIFIC_PID
2026-03-04 04:30:52,2026-03-04 04:52:07,IP Address,*******,100,1275,True,2026-03-04 04:52:07,R_1S1u8mlwHKABjw,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,About once a day,A few times per week,About once a day,Never,1-2 hours a day,Less than once a month,Never,Never,Never,,About once a month,A few times per week,Never,A few times per week,A few times per week,Never,Less than once a month,Never,About once a day,A few times per week,A few times per month,Never,,Male,High school graduate (high school diploma or equivalent including GED),"$70,000 to $79,999",57807,Academic researcher / Faculty / Writing instructor,,Widowed,,"Live with partner/spouse,Live with children",,Black or African American,Yes,Democrat,,None,,Slightly negatively,Slightly positive,Extremely positive,10 - Completely satisfied,2 = Made this a little worse,5,4 = Made this a little better,10 - Excellent,3 = No real effect,4,4 = Made this a little better,7,2 = Made this a little worse,6,2 = Made this a little worse,6,2 = Made this a little worse,5,2 = Made this a little worse,6,5 = Made this better,7,2 = Made this a little worse,6,2 = Made this a little worse,2.0,Agree,3 = No real effect,Agree,4 = Made this a little better,Agree,4 = Made this a little better,Agree,6 = Made this much better,Agree,4 = Made this a little better,Agree,3 = No real effect,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Strongly Disagree,2 = Made this a little worse,Disagree,1 = Made this worse,Neither agree nor disagree,Agree,5 = Made this better,,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Weekly,Once,A few times,A few times,A few times,A few times,A few times,Weekly,Weekly,Never,Agree,Agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly Disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,ff99c22627c7815de67d0d32
2026-03-26 00:31:45,2026-03-26 00:48:23,IP Address,*******,100,998,True,2026-03-26 00:48:23,R_m3CDxKYntNYSkh,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,1-2 hours a day,Less than once a month,About once a month,A few times per month,A few times per month,Never,About once a day,A few times per week,Never,,A few times per month,Less than once a month,About once a day,Never,Never,About once a month,About once a day,Less than once a month,Never,A few times per week,Never,Never,,Female,Some college but no degree,"$70,000 to $79,999",77876,Other (please specify),,Married,,Live with partner/spouse,,Asian or Asian American,Yes,Democrat,,Depression,,Slightly positive,Neither positive nor negative,Neither positive nor negative,6,3 = No real effect,4,4 = Made this a little better,5,4 = Made this a little better,8,3 = No real effect,9,3 = No real effect,7,0 = Made this much worse,6,4 = Made this a little better,7,2 = Made this a little worse,2,2 = Made this a little worse,9,4 = Made this a little better,6,2 = Made this a little worse,2.0,Agree,3 = No real effect,Strongly Disagree,3 = No real effect,Disagree,3 = No real effect,Neither agree nor disagree,3 = No real effect,Agree,2 = Made this a little worse,Agree,3 = No real effect,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,3 = No real effect,Disagree,2 = Made this a little worse,Strongly Disagree,Agree,2 = Made this a little worse,,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Never,Weekly,Monthly,Never,A few times,Once,Never,Daily,Never,A few times,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Strongly agree,Neither agree nor disagree,Agree,Strongly Disagree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,5413c73e897edac3ddfc7ef1
2026-03-25 08:00:48,2026-03-25 08:15:47,IP Address,*******,100,899,True,2026-03-25 08:15:47,R_ihTO5mWdBfeZSr,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,About once a day,About once a month,Never,About once a month,Less than once a month,Never,Never,Never,Never,,About once a day,A few times per week,A few times per week,Never,Never,A few times per month,A few times per week,A few times per week,About once a month,A few times per month,Never,Less than once a month,,Male,High school graduate (high school diploma or equivalent including GED),"$100,000 to $149,999",35357,Product or Program management,,In a relationship,,"Live with partner/spouse,Live with children",,Hispanic or Latino,No,Democrat,,Depression,,Moderately positive,Extremely positive,Slightly positive,5,4 = Made this a little better,5,4 = Made this a little better,6,2 = Made this a little worse,6,3 = No real effect,8,5 = Made this better,7,4 = Made this a little better,5,2 = Made this a little worse,5,2 = Made this a little worse,8,1 = Made this worse,4,2 = Made this a little worse,3,4 = Made this a little better,2.0,Agree,3 = No real effect,Agree,6 = Made this much better,Neither agree nor disagree,3 = No real effect,Neither agree nor disagree,3 = No real effect,Disagree,3 = No real effect,Disagree,3 = No real effect,Agree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Strongly agree,Strongly Disagree,5 = Made this better,Strongly Disagree,4 = Made this a little better,Neither agree nor disagree,Disagree,2 = Made this a little worse,,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,A few times,Never,Monthly,A few times,Never,A few times,A few times,Once,A few times,Weekly,Disagree,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Disagree,443a0b7daf19eb619a15956c
2026-03-20 17:51:45,2026-03-20 18:06:51,IP Address,*******,100,906,True,2026-03-20 18:06:51,R_cLQGorqbSj6069,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,5-10 times a day,A few times per week,About once a month,A few times per week,Never,Never,Never,1-2 hours a day,Less than once a month,,A few times per week,About once a month,Several times a day,Never,Less than once a month,About once a month,A few times per month,A few times per week,Several times a day,Never,Less than once a month,Never,,Male,Master's degree,"$80,000 to $89,999",59789,Business / Finance / Consulting,,Married,,Live with roommates,,Other,No,Independent,,None,,Very negatively,Moderately positive,Slightly positive,4,2 = Made this a little worse,6,3 = No real effect,6,3 = No real effect,6,3 = No real effect,3,3 = No real effect,5,3 = No real effect,7,2 = Made this a little worse,4,3 = No real effect,9,4 = Made this a little better,8,2 = Made this a little worse,2,3 = No real effect,2.0,Disagree,4 = Made this a little better,Agree,2 = Made this a little worse,Agree,4 = Made this a little better,Agree,3 = No real effect,Neither agree nor disagree,4 = Made this a little better,Neither agree nor disagree,3 = No real effect,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly Disagree,Neither agree nor disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,3 = No real effect,Agree,2 = Made this a little worse,Strongly Disagree,Disagree,4 = Made this a little better,,Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Monthly,Monthly,Daily,Weekly,Never,Once,A few times,Monthly,Never,Never,Neither agree nor disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Neither agree nor disagree,Strongly agree,a5c9f2d9c3900b73017a1e5b
2026-03-05 16:03:39,2026-03-05 16:10:08,IP Address,*******,100,389,True,2026-03-05 16:10:08,R_eR4zbcyISP04L1,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,About once a day,About once a day,Never,A few times per week,A few times per month,Never,About once a day,About once a month,Never,,Several times a day,Never,Never,A few times per month,A few times per month,Never,Never,About once a day,Several times a day,About once a month,About once a day,Never,,Male,High school graduate (high school diploma or equivalent including GED),"$100,000 to $149,999",36647,Legal / Policy,,Married,,Live with parents or family,,White or Caucasian,No,Independent,,None,,Moderately positive,Moderately positive,Neither positive nor negative,6,2 = Made this a little worse,9,3 = No real effect,1,0 = Made this much worse,1,4 = Made this a little better,4,6 = Made this much better,10 - Strongly Agree,4 = Made this a little better,9,3 = No real effect,8,4 = Made this a little better,8,4 = Made this a little better,7,3 = No real effect,9,5 = Made this better,2.0,Disagree,3 = No real effect,Agree,4 = Made this a little better,Agree,1 = Made this worse,Agree,3 = No real effect,Neither agree nor disagree,6 = Made this much better,Agree,4 = Made this a little better,Neither agree nor disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,4 = Made this a little better,Disagree,4 = Made this a little better,Strongly Disagree,Strongly Disagree,5 = Made this better,,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly Disagree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Monthly,A few times,Never,Never,A few times,Once,Once,A few times,A few times,Never,Agree,Agree,Strongly agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,3483712469d6fbef64dc03ff
2026-03-07 17:36:27,2026-03-07 18:03:53,IP Address,*******,100,1646,True,2026-03-07 18:03:53,R_zwWiyu1KkSPrcc,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,5-10 times a day,Never,A few times per week,Less than once a month,A few times per week,A few times per month,A few times per month,Never,Less than once a month,,About once a month,Less than once a month,A few times per week,Several times a day,About once a month,A few times per week,About once a day,About once a day,A few times per week,Never,Never,Never,,Male,Some college but no degree,"$40,000 to $49,999",98513,Student,,In a relationship,,Live with partner/spouse,,Asian or Asian American,No,Independent,,None,,Slightly positive,Moderately positive,Neither positive nor negative,4,4 = Made this a little better,8,2 = Made this a little worse,10 - Excellent,7 = Not applicable / I do not use AI for this,7,3 = No real effect,8,4 = Made this a little better,8,3 = No real effect,6,4 = Made this a little better,7,4 = Made this a little better,7,2 = Made this a little worse,5,3 = No real effect,0 - Worry All of the Time,2 = Made this a little worse,2.0,Strongly agree,4 = Made this a little better,Agree,4 = Made this a little better,Neither agree nor disagree,4 = Made this a little better,Agree,4 = Made this a little better,Disagree,1 = Made this worse,Strongly Disagree,2 = Made this a little worse,Agree,Agree,Strongly agree,Disagree,Strongly Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Strongly Disagree,Strongly agree,Agree,3 = No real effect,Strongly Disagree,2 = Made this a little worse,Strongly Disagree,Disagree,3 = No real effect,,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,A few times,A few times,A few times,Once,A few times,Never,Once,A few times,Never,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly Disagree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Agree,Strongly Disagree,a0604bc598532e6abeb33ede
2026-03-19 12:21:03,2026-03-19 12:46:28,IP Address,*******,100,1525,True,2026-03-19 12:46:28,R_SZma4dcdYKeBha,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,A few times per month,Less than once a month,Never,Less than once a month,About once a day,A few times per month,Never,Never,Never,,A few times per month,About once a month,About once a day,About once a month,Never,Never,Never,A few times per week,Never,Less than once a month,About once a day,Less than once a month,,Male,Bachelor's degree in college (4-year),"$90,000 to $99,999",50595,Education / Academia,,Single,,Live with children,,White or Caucasian,No,Republican,,None,,Slightly positive,Moderately positive,Neither positive nor negative,5,3 = No real effect,5,3 = No real effect,6,3 = No real effect,5,4 = Made this a little better,7,3 = No real effect,8,1 = Made this worse,7,4 = Made this a little better,6,2 = Made this a little worse,5,3 = No real effect,10 - Completely Agree,1 = Made this worse,7,3 = No real effect,2.0,Strongly agree,3 = No real effect,Agree,6 = Made this much better,Agree,2 = Made this a little worse,Neither agree nor disagree,5 = Made this better,Agree,6 = Made this much better,Agree,3 = No real effect,Agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,2 = Made this a little worse,Disagree,5 = Made this better,Strongly Disagree,Strongly Disagree,3 = No real effect,,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly Disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Weekly,Once,A few times,Weekly,Weekly,Weekly,Monthly,Once,Daily,Never,Agree,Disagree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,d808f3b45e92a93eba61c68a
2026-03-25 20:20:33,2026-03-25 20:28:21,IP Address,*******,100,468,True,2026-03-25 20:28:21,R_iiNGv9VsCRpCav,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,1-2 hours a day,Never,About once a day,About once a month,A few times per week,Never,Never,Never,Never,,A few times per month,Less than once a month,Several times a day,Never,Less than once a month,Never,A few times per month,Less than once a month,A few times per week,Never,Never,Never,,Male,High school graduate (high school diploma or equivalent including GED),"$10,000 to $19,999",38873,Education / Academia,,Single,,"Live with partner/spouse,Live with children",,White or Caucasian,No,Independent,,Depression,,Moderately positive,Moderately positive,Slightly positive,9,4 = Made this a little better,2,3 = No real effect,5,2 = Made this a little worse,4,3 = No real effect,8,3 = No real effect,6,4 = Made this a little better,7,2 = Made this a little worse,10 - Completely True of Me,5 = Made this better,10 - Completely Agree,1 = Made this worse,4,2 = Made this a little worse,7,4 = Made this a little better,2.0,Agree,4 = Made this a little better,Agree,3 = No real effect,Agree,1 = Made this worse,Neither agree nor disagree,5 = Made this better,Neither agree nor disagree,4 = Made this a little better,Agree,4 = Made this a little better,Agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,3 = No real effect,Neither agree nor disagree,2 = Made this a little worse,Disagree,Agree,4 = Made this a little better,,Disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Neither agree nor disagree,A few times,Once,Monthly,Weekly,Never,Never,Daily,Weekly,Never,Never,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,1df0583c3d6e99428fb263fb
2026-03-18 06:44:41,2026-03-18 07:11:47,IP Address,*******,100,1626,True,2026-03-18 07:11:47,R_bTzED1FD1hGYn5,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,About once a day,Never,Never,A few times per week,A few times per week,Never,Less than once a month,Less than once a month,Never,,Several times a day,Several times a day,Never,About once a month,Never,Never,Never,A few times per month,A few times per month,Never,Never,Never,,Female,Less than high school,"$90,000 to $99,999",66681,Software / Engineering / IT,,Married,,Live with partner/spouse,,Hispanic or Latino,No,Independent,,Other:,,Neither positive nor negative,Slightly negatively,Moderately positive,10 - Completely satisfied,5 = Made this better,9,4 = Made this a little better,9,3 = No real effect,5,3 = No real effect,6,2 = Made this a little worse,7,2 = Made this a little worse,10 - Completely True of Me,3 = No real effect,10 - Completely True of Me,7 = Not applicable / I do not use AI for this,7,4 = Made this a little better,6,0 = Made this much worse,7,6 = Made this much better,2.0,Neither agree nor disagree,4 = Made this a little better,Agree,2 = Made this a little worse,Agree,5 = Made this better,Strongly agree,6 = Made this much better,Agree,5 = Made this better,Agree,4 = Made this a little better,Agree,Neither agree nor disagree,Agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,2 = Made this a little worse,Neither agree nor disagree,2 = Made this a little worse,Disagree,Strongly Disagree,5 = Made this better,,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Strongly agree,A few times,Once,Monthly,Never,A few times,Never,Once,A few times,Never,A few times,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Disagree,8ea0b6ca769267d89b76ff52
2026-04-01 02:36:50,2026-04-01 03:02:23,IP Address,*******,100,1533,True,2026-04-01 03:02:23,R_PS7asKYJguMDju,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,A few times per week,Never,5-10 times a day,5-10 times a day,Never,Never,Never,Never,Less than once a month,,Several times a day,A few times per week,Several times a day,A few times per week,Never,A few times per month,Less than once a month,A few times per week,Several times a day,Less than once a month,Never,About once a month,,Male,Bachelor's degree in college (4-year),"$100,000 to $149,999",89070,Software / Engineering / IT,,Single,,Live with partner/spouse,,Hispanic or Latino,No,Democrat,,Bipolar disorder,,Neither positive nor negative,Moderately positive,Slightly positive,7,6 = Made this much better,6,4 = Made this a little better,4,2 = Made this a little worse,3,4 = Made this a little better,8,4 = Made this a little better,5,2 = Made this a little worse,6,2 = Made this a little worse,5,5 = Made this better,4,2 = Made this a little worse,6,3 = No real effect,6,2 = Made this a little worse,2.0,Strongly agree,2 = Made this a little worse,Agree,3 = No real effect,Agree,3 = No real effect,Agree,5 = Made this better,Disagree,5 = Made this better,Agree,2 = Made this a little worse,Agree,Strongly Disagree,Neither agree nor disagree,Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,2 = Made this a little worse,Neither agree nor disagree,5 = Made this better,Agree,Disagree,3 = No real effect,,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,A few times,Weekly,Weekly,A few times,Never,Weekly,Monthly,Never,A few times,Never,Disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree,Disagree,Strongly Disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,d60de5b001be17ec5831d9f5
